"V1","ref","spp","taxLvl","species","genus","family","order","class","phylum","kingdom","flag","val.src","tbl.row","mtch.src","tax.src","common","superclass","subphylum","trophicDiet","trophicOrig","Picture","trophicLevel","trophicLevel.se","tax.src2","conflict","website","website2","trohpicLevel"
"2264","ECHIOSTOMA BARBATUM","Echiostoma barbatum","species","Echiostoma barbatum","Echiostoma","Stomiidae","Stomiiformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466","Echiura","Echiura","subclass",NA,NA,NA,NA,"Sedentaria","Annelida","Animalia",NA,"m1",1413,1,"taxInfo","spoonworms",NA,"Polychaeta",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2268","ECTOPROCTA","Ectoprocta",NA,NA,NA,NA,NA,NA,NA,NA,"added_automatically","m1",1414,1,"taxInfo","bryozoans",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2269","ECTREPOSEBASTES IMUS","Ectreposebastes imus","species","Ectreposebastes imus","Ectreposebastes","Setarchidae","Scorpaeniformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","GOBIOSOMA HORSTI","Elacatinus horsti","species","Elacatinus horsti","Elacatinus","Gobiidae","Perciformes","Actinopteri","Chordata","Animalia","manual","m3",1679,1,"taxInfo","yellowline goby","Osteichthyes","Vertebrata",NA,NA,"y",3.5,0.4,"getTaxData",TRUE,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=309575","http://www.fishbase.org/summary/3873",NA
"2717","GOBIOSOMA MACRODON","Elacatinus macrodon","species","Elacatinus macrodon","Elacatinus","Gobiidae","Perciformes","Actinopteri","Chordata","Animalia","check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","AOMALOCERA","Elacatinus oceanops","species","Elacatinus oceanops","Elacatinus","Gobiidae",NA,NA,NA,NA,"bad","m3",1416,1,"taxInfo","neon goby","Actinopterygii",NA,"n","y","y",3.5,0.37,"getTaxData",TRUE,NA,NA,NA
"2718","GOBIOSOMA OCEANOPS","Elacatinus oceanops","species","Elacatinus oceanops","Elacatinus",NA,NA,NA,NA,NA,"check","m3",1416,1,"taxInfo","neon goby",NA,NA,"n","y","y",3.5,0.37,NA,FALSE,NA,NA,NA
"2719","GOBIOSOMA OCEAOPS","Elacatinus oceanops","species","Elacatinus oceanops","Elacatinus",NA,NA,NA,NA,NA,"check","m1",1416,1,"taxInfo","neon goby","Actinopterygii",NA,"n","y","y",3.5,0.37,"getTaxData",TRUE,NA,NA,NA
"2721","GOBIOSOMA XANTHIPRORA","Elacatinus xanthiprora","species","Elacatinus xanthiprora","Elacatinus","Gobiidae","Perciformes","Actinopteri","Chordata","Animalia","check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","GOBIOSOMA XATHIPRORA","Elacatinus xanthiprora","species","Elacatinus xanthiprora","Elacatinus","Gobiidae","Perciformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","ELAGATIS BIPINNULATA","Elagatis bipinnulata","species","Elagatis bipinnulata","Elagatis","Carangidae","Perciformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","Elassochirus sp.","Elassochirus","genus",NA,"Elassochirus",NA,NA,NA,"Arthropoda","Animalia",NA,"m1",1417,1,"taxInfo",NA,NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2467","Elassochirus cavimanus","Elassochirus cavimanus","species","Elassochirus cavimanus","Elassochirus",NA,NA,NA,"Arthropoda","Animalia","check","m1",1418,1,"taxInfo","purple hermit",NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"2468","Elassochirus gilli","Elassochirus gilli","species","Elassochirus gilli","Elassochirus",NA,NA,"Malacostraca",NA,"Animalia","check","m1",1419,1,"taxInfo","pacific red hermit",NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"2470","Elassochirus tenuimanus","Elassochirus tenuimanus","species","Elassochirus tenuimanus","Elassochirus",NA,NA,"Malacostraca","Arthropoda","Animalia","check","m1",1420,1,"taxInfo","widehand hermit",NA,"Crustacea",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"2472","Elassodiscus sp.","Elassodiscus","genus",NA,"Elassodiscus","Liparidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",1421,1,"taxInfo",NA,"Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"2471","Elassodiscus caudatus","Elassodiscus caudatus","species","Elassodiscus caudatus","Elassodiscus","Liparidae","Scorpaeniformes","Actinopteri","Chordata","Animalia","check","m1",1422,1,"taxInfo","blackbelly snailfish","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2473","Elassodiscus tremebundus","Elassodiscus tremebundus","species","Elassodiscus tremebundus","Elassodiscus","Liparidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",1423,1,"taxInfo",NA,"Osteichthyes","Vertebrata",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"2474","Eleginus gracilis","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopterygii","Chordata","Animalia","check","m1",1424,1,"taxInfo","saffron cod","Osteichthyes","Vertebrata","y","y","y",4.1,0.58,"getTaxData",FALSE,NA,NA,NA
"2278","ELLISELLA","Ellisella","genus",NA,"Ellisella","Ellisellidae","Alcyonacea","Anthozoa","Cnidaria","Animalia","check","m1",1425,1,"taxInfo",NA,NA,"Anthozoa",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2279","ELOPIDAE","Elopidae","family",NA,NA,"Elopidae",NA,NA,NA,NA,"check","m3",239,1,"taxInfo","skipjacks",NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2280","ELOPS SAURUS","Elops saurus","species","Elops saurus","Elops","Elopidae","Elopiformes","Actinopterygii","Chordata","Animalia","check","m1",1426,1,"taxInfo","ladyfish","Osteichthyes","Vertebrata","y","y","y",3.49,0.32,"getTaxData",FALSE,NA,NA,NA
"786","BASCAICHTHYS","Embassichthys bathybius","species","Embassichthys bathybius","Embassichthys","Pleuronectidae","Pleuronectiformes",NA,"Chordata",NA,"bad","m3",1427,1,"taxInfo","deep-sea sole",NA,NA,NA,NA,"y",NA,NA,"getTaxData",TRUE,NA,NA,NA
"788","BASCANICHTHYS","Embassichthys bathybius","species","Embassichthys bathybius","Embassichthys",NA,NA,NA,NA,NA,"added_automatically","m3",1427,1,"taxInfo","deep-sea sole",NA,NA,NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"2475","Embassichthys bathybius","Embassichthys bathybius","species","Embassichthys bathybius","Embassichthys",NA,"Pleuronectiformes","Actinopteri","Chordata",NA,"check","m1",1427,1,"taxInfo","deep-sea sole",NA,NA,NA,NA,"y",NA,NA,"getTaxData",TRUE,NA,NA,NA
"2476","Embiotoca lateralis","Embiotoca lateralis","species","Embiotoca lateralis","Embiotoca","Embiotocidae",NA,"Actinopterygii","Chordata","Animalia","check","m1",1428,1,"taxInfo","striped seaperch","Osteichthyes","Vertebrata","n","y","y",3.33,0.49,"getTaxData",FALSE,NA,NA,NA
"2477","Embiotocidae","Embiotocidae","family",NA,NA,"Embiotocidae","Perciformes","Actinopteri","Chordata","Animalia",NA,"m1",1429,1,"taxInfo","surfperches","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2285","EMBLEMARIA ATLANTICA","Emblemaria atlantica","species","Emblemaria atlantica","Emblemaria","Chaenopsidae","Perciformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286","EMBLEMARIA ATLATICA","Emblemaria atlantica","species","Emblemaria atlantica","Emblemaria","Chaenopsidae","Perciformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287","EMBLEMARIA PADIOIS","Emblemaria pandionis","species","Emblemaria pandionis","Emblemaria","Chaenopsidae","Perciformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288","EMBLEMARIA PANDIONIS","Emblemaria pandionis","species","Emblemaria pandionis","Emblemaria","Chaenopsidae","Perciformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","EMBLEMARIA PIRATULA","Emblemaria piratula","species","Emblemaria piratula","Emblemaria","Chaenopsidae","Perciformes","Actinopteri","Chordata","Animalia","BS-batch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","EVERITA","Emerita","genus",NA,"Emerita","Hippidae","Decapoda","Malacostraca","Arthropoda","Animalia",NA,"m1",1430,1,"taxInfo","mole crabs",NA,"Crustacea",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2290","EMERITA BEEDICTI","Emerita benedicti","species","Emerita benedicti","Emerita","Hippidae","Decapoda","Malacostraca","Arthropoda","Animalia","ok","m1",1431,1,"taxInfo","benedict sand crab",NA,"Crustacea",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2291","EMERITA BENEDICTI","Emerita benedicti","species","Emerita benedicti","Emerita","Hippidae","Decapoda","Malacostraca","Arthropoda","Animalia","check","m3",1431,1,"taxInfo","benedict sand crab",NA,"Crustacea",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"2292","EMERTEA","Emerita benedicti","species","Emerita benedicti","Emerita","Hippidae","Decapoda","Malacostraca","Arthropoda","Animalia","bad","m3",1431,1,"taxInfo","benedict sand crab",NA,"Crustacea",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2478","Empleconia vaginata","Empleconia vaginata","species","Empleconia vaginata","Empleconia",NA,NA,NA,NA,"Animalia","check","m1",1432,1,"taxInfo","vaginate limops",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2479","Emplectonema sp.","Emplectonema","genus",NA,"Emplectonema","Emplectonematidae","Monostilifera","Enopla","Nemertea","Animalia","check","m1",1433,1,"taxInfo","Mottled Ribbon Worm",NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2480","Emplectonema sp. (Clark 2006)","Emplectonema","genus",NA,"Emplectonema","Emplectonematidae","Monostilifera","Enopla","Nemertea","Animalia","check","m1",1434,1,"taxInfo","Mottled Ribbon Worm",NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"3356","LAEMONEMA SP.","Emplectonema","genus",NA,"Emplectonema","Emplectonematidae","Hoplonemertea","Enopla","Nemertea","Animalia","bad","m3",1433,1,"taxInfo","Mottled Ribbon Worm",NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2297","ENCHELYOPUS CIMBRIUS","Enchelyopus cimbrius","species","Enchelyopus cimbrius","Enchelyopus","Gaidropsaridae","Gadiformes","Actinopterygii","Chordata","Animalia","check","m1",1435,1,"taxInfo","fourbeard rockling","Osteichthyes","Vertebrata","y","n","y",3.45,0.19,"getTaxData",FALSE,NA,NA,NA
"2298","ENCOPE ABERRANS","Encope aberrans","species","Encope aberrans","Encope","Mellitidae","Clypeasteroida","Echinoidea","Echinodermata","Animalia","check","m3",1436,1,"taxInfo",NA,NA,"Echinozoa",NA,NA,"y",NA,NA,"getTaxData",FALSE,NA,NA,NA
"2266","ECOPE ABERRAS","Encope michelini","species","Encope michelini","Encope","Mellitidae","Clypeasteroida","Echinoidea","Echinodermata","Animalia","fine","m1",1436,1,"taxInfo","notched sand dollar",NA,"Echinozoa",NA,NA,"y",NA,NA,"getTaxData",TRUE,NA,NA,NA
"2267","ECOPE MICHELII","Encope michelini","species","Encope michelini","Encope","Mellitidae","Clypeasteroida","Echinoidea","Echinodermata","Animalia","fine","m1",1437,1,"taxInfo","notched sand dollar",NA,"Echinozoa",NA,NA,"y",NA,NA,"getTaxData",TRUE,NA,NA,NA
"2299","ENCOPE MICHELINI","Encope michelini","species","Encope michelini","Encope","Mellitidae","Clypeasteroida","Echinoidea","Echinodermata","Animalia","added_automatically","m3",1437,1,"taxInfo","notched sand dollar",NA,"Echinozoa",NA,NA,"y",NA,NA,NA,FALSE,NA,NA,NA
"2300","ENGRAULIDAE","Engraulidae","family",NA,NA,"Engraulidae","Clupeiformes","Actinopterygii","Chordata","Animalia","fine","m1",1438,1,"taxInfo","anchovies","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2481","Engraulidae","Engraulidae","family",NA,NA,"Engraulidae","Clupeiformes","Actinopterygii","Chordata","Animalia","fine","m1",1439,1,"taxInfo","anchovies","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2273","EGRAULIDAE","Engraulinae","subfamily",NA,NA,"Engraulidae","Clupeiformes","Actinopterygii","Chordata","Animalia",NA,"m1",1440,1,"taxInfo",NA,"Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2274","EGRAULIS EURYSTOLE","Engraulis eurystole","species","Engraulis eurystole","Engraulis","Engraulidae","Clupeiformes","Actinopterygii","Chordata","Animalia","fine","m1",1441,1,"taxInfo","silver anchovy","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2301","ENGRAULIS EURYSTOLE","Engraulis eurystole","species","Engraulis eurystole","Engraulis","Engraulidae","Clupeiformes","Actinopterygii","Chordata","Animalia","check","m1",1442,1,"taxInfo","silver anchovy","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2482","Engraulis mordax","Engraulis mordax","species","Engraulis mordax","Engraulis","Engraulidae","Clupeiformes","Actinopterygii","Chordata","Animalia","check","m1",1443,1,"taxInfo","californian anchovy","Osteichthyes","Vertebrata","y","n","y",2.97,0.22,"getTaxData",FALSE,NA,NA,NA
"2275","EGYOPHRYS SETA","Engyophrys senta","species","Engyophrys senta","Engyophrys",NA,NA,NA,NA,NA,"check","m1",1415,1,"taxInfo","spiny flounder",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2302","ENGYOPHRYS SENTA","Engyophrys senta","species","Engyophrys senta","Engyophrys",NA,NA,NA,NA,NA,"check","m3",1415,1,"taxInfo","spiny flounder",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"2276","EIDAE","Enidae","family",NA,NA,"Enidae",NA,"Gastropoda","Mollusca","Animalia",NA,"m1",1444,1,"taxInfo","river herrings",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"4327","Nucula tenuis","Ennucula tenuis","species","Ennucula tenuis","Ennucula","Nuculidae","Nuculoida","Bivalvia","Mollusca","Animalia","check","m1",2783,1,"taxInfo","smooth nutclam",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2486","Enophrys sp.","Enophrys","genus",NA,"Enophrys","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia",NA,"m1",1445,1,"taxInfo","stone sculpins","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"2483","Enophrys bison","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopterygii","Chordata","Animalia","check","m1",1446,1,"taxInfo","buffalo sculpin","Osteichthyes","Vertebrata","n","y","y",3.34,0.52,"getTaxData",FALSE,NA,NA,NA
"2484","Enophrys diceraus","Enophrys diceraus","species","Enophrys diceraus","Enophrys","Cottidae","Perciformes","Actinopterygii","Chordata","Animalia","check","m1",1447,1,"taxInfo","antlered sculpin","Osteichthyes","Vertebrata","y","y","y",3.83,0.22,"getTaxData",FALSE,NA,NA,NA
"2485","Enophrys lucasi","Enophrys lucasi","species","Enophrys lucasi","Enophrys","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",1448,1,"taxInfo","leister sculpin","Osteichthyes","Vertebrata",NA,NA,"y",NA,NA,NA,FALSE,NA,NA,NA
"2487","Enophrys taurina","Enophrys taurina","species","Enophrys taurina","Enophrys","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","check","m1",1449,1,"taxInfo","bull sculpin","Osteichthyes","Vertebrata",NA,NA,"y",NA,NA,NA,FALSE,NA,NA,NA
"2488","Enteroctopus dofleini","Enteroctopus dofleini","species","Enteroctopus dofleini","Enteroctopus","Octopodidae","Octopoda","Cephalopoda","Mollusca","Animalia","check","m1",1450,1,"taxInfo","giant pacific octopus",NA,NA,"n","y","y",3.33,0.61,NA,FALSE,NA,NA,NA
"4500","Octopus (=Enteroctopus) dofleini","Enteroctopus dofleini","species","Enteroctopus dofleini","Enteroctopus","Octopodidae","Octopoda","Cephalopoda","Mollusca","Animalia","check","m1",2804,1,"taxInfo","giant pacific octopus",NA,NA,"n","y","y",3.33,0.61,"getTaxData",TRUE,NA,NA,NA
"4502","Octopus dofleini","Enteroctopus dofleini","species","Enteroctopus dofleini","Enteroctopus","Octopodidae","Octopoda","Cephalopoda","Mollusca","Animalia","check","m1",2805,1,"taxInfo","giant pacific octopus",NA,NA,"n","y","y",3.33,0.61,"getTaxData",TRUE,NA,NA,NA
"3575","LYONSIA BEANA","Entodesma brasiliense","species","Entodesma brasiliense","Entodesma","Lyonsiidae",NA,"Bivalvia","Mollusca","Animalia","becca_batch2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA
"3576","LYOSIA BEAA","Entodesma brasiliense","species","Entodesma brasiliense","Entodesma","Lyonsiidae","Anomalodesmata","Bivalva","Mollusca","Animalia","check","m3",298,1,"taxInfo",NA,NA,NA,NA,NA,"y",NA,NA,"getTaxData",TRUE,NA,NA,NA
"2305","EOEPIULA AMERICAUS","Eoepiula americaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"m1",1451,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2306","EOGASTROPODA","Eogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,"ok","m1",1452,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2629","GASTROPODA O.","Eogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,"bad","m3",1452,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"3848","MESOGASTROPODA","Eogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,"bad","m3",1452,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"4181","NEOGASTROPODA","Eogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,"added_automatically","m3",1452,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"4223","NOETIA PONDEROSA","Eontia ponderosa","species","Eontia ponderosa","Eontia",NA,NA,NA,NA,NA,"check","m3",1453,1,"taxInfo","ponderous ark",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2489","Eopsetta jordani","Eopsetta jordani","species","Eopsetta jordani","Eopsetta","Pleuronectidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","check","m1",1454,1,"taxInfo","petrale sole","Osteichthyes","Vertebrata","n","y","y",4.05,0.65,"getTaxData",FALSE,NA,NA,NA
"2643","GEPHYRAEA","Ephyraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"m1",1455,1,"taxInfo",NA,NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2321","EPIGONUS","Epigonus","genus",NA,"Epigonus","Epigonidae","Perciformes","Actinopterygii","Chordata","Animalia","check","m3",1456,1,"taxInfo",NA,"Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"2322","EPIGONUS DENTICULATUS","Epigonus denticulatus","species","Epigonus denticulatus","Epigonus","Epigonidae","Pempheriformes","Actinopterygii","Chordata","Animalia","ok","m1",1456,1,"taxInfo","pencil cardinal","Osteichthyes","Vertebrata","n","y","y",3.42,0.47,"getTaxData",TRUE,NA,NA,NA
"2326","EPIGOUS","Epigonus denticulatus","species","Epigonus denticulatus","Epigonus","Epigonidae","Perciformes","Actinopteri","Chordata","Animalia","bad","m3",1456,1,"taxInfo","pencil cardinal","Osteichthyes","Vertebrata","n","y","y",3.42,0.47,"getTaxData",TRUE,NA,NA,NA
"2323","EPIGONUS MACROPS","Epigonus macrops","species","Epigonus macrops","Epigonus",NA,NA,NA,NA,NA,"check","m3",1457,1,"taxInfo","luminous deepsea cardinalfish",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
"2327","EPIGOUS MACROPS","Epigonus macrops","species","Epigonus macrops","Epigonus",NA,NA,NA,NA,NA,"check","m1",1457,1,"taxInfo","luminous deepsea cardinalfish",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2324","EPIGONUS OCCIDENTALIS","Epigonus occidentalis","species","Epigonus occidentalis","Epigonus",NA,NA,NA,NA,NA,"check","m3",309,1,"taxInfo","western deepsea cardinalfish",NA,NA,"n","y","y",NA,0.59,NA,FALSE,NA,NA,NA
"2328","EPIGOUS OCCIDETALIS","Epigonus occidentalis","species","Epigonus occidentalis","Epigonus","Epigonidae",NA,"Actinopterygii","Chordata","Animalia","JM","m3",1921,1,"taxInfo","western deepsea cardinalfish","Osteichthyes","Vertebrata","n","y","y",NA,0.59,NA,TRUE,"http://fishbase.org/summary/Epigonus-occidentalis.html",NA,NA
"2325","EPIGONUS PANDIONIS","Epigonus pandionis","species","Epigonus pandionis","Epigonus","Epigonidae","Perciformes","Actinopterygii","Chordata","Animalia","fine","m1",1458,1,"taxInfo","bigeye","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2329","EPIGOUS PADIOIS","Epigonus pandionis","species","Epigonus pandionis","Epigonus","Epigonidae","Perciformes","Actinopterygii","Chordata","Animalia","fine","m1",1459,1,"taxInfo","bigeye","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2313","EPIEPHELUS ADSCESIOIS","Epinephelus adscensionis","species","Epinephelus adscensionis","Epinephelus",NA,NA,NA,"Chordata",NA,"check","m1",1460,1,"taxInfo","rock hind",NA,NA,"y","y","y",3.53,0.4,"getTaxData",TRUE,NA,NA,NA
"2331","EPINEPHELUS ADSCENSIONIS","Epinephelus adscensionis","species","Epinephelus adscensionis","Epinephelus",NA,NA,NA,"Chordata",NA,"check","m3",1460,1,"taxInfo","rock hind",NA,NA,"y","y","y",3.53,0.4,"getTaxData",TRUE,NA,NA,NA
"2314","EPIEPHELUS DRUMMODHAYI","Epinephelus drummondhayi","species","Epinephelus drummondhayi","Epinephelus","Serranidae",NA,NA,NA,NA,"BS",NA,NA,NA,NA,"Speckled hind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.fishbase.org/summary/epinephelus-drummondhayi.html",NA,NA
"2332","EPINEPHELUS DRUMMONDHAYI","Epinephelus drummondhayi","species","Epinephelus drummondhayi","Epinephelus","Serranidae","Perciformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,"Speckled hind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","EPIEPHELUS GUTTATUS","Epinephelus guttatus","species","Epinephelus guttatus","Epinephelus","Serranidae","Perciformes","Actinopterygii","Chordata","Animalia","fine","m1",1461,1,"taxInfo","red hind","Osteichthyes","Vertebrata","y","y","y",3.84,0.27,"getTaxData",TRUE,NA,NA,NA
"2334","EPINEPHELUS GUTTATUS","Epinephelus guttatus","species","Epinephelus guttatus","Epinephelus","Serranidae","Perciformes","Actinopteri","Chordata","Animalia","fine","m3",1461,1,"taxInfo","red hind","Osteichthyes","Vertebrata","y","y","y",3.84,0.27,"getTaxData",TRUE,NA,NA,NA
"2318","EPIEPHELUS ITAJARA","Epinephelus itajara","species","Epinephelus itajara","Epinephelus","Serranidae","Perciformes","Actinopterygii","Chordata","Animalia","JM","m3",1969,1,"taxInfo","goliath grouper","Osteichthyes","Vertebrata","n","y",NA,NA,0.61,NA,TRUE,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159353",NA,NA
"2335","EPINEPHELUS ITAJARA","Epinephelus itajara","species","Epinephelus itajara","Epinephelus","Serranidae","Perciformes","Actinopteri","Chordata","Animalia","becca_batch2",NA,NA,NA,NA,"goliath grouper",NA,NA,"n","y",NA,NA,0.61,NA,NA,NA,NA,NA
"2320","EPIEPHELUS MORIO","Epinephelus morio","species","Epinephelus morio","Epinephelus","Serranidae","Perciformes","Actinopteri","Chordata","Animalia","fine","m3",1462,1,"taxInfo","red grouper","Actinopterygii","Craniata","y","y","y",3.5,0.46,NA,TRUE,NA,NA,NA
"2336","EPINEPHELUS MORIO","Epinephelus morio","species","Epinephelus morio","Epinephelus","Serranidae","Perciformes","Actinopteri","Chordata","Animalia","fine","m1",1462,1,"taxInfo","red grouper","Actinopterygii","Craniata","y","y","y",3.5,0.46,"getTaxData",TRUE,NA,NA,NA
"2340","EPINNULA","Epinnula","genus",NA,"Epinnula",NA,NA,NA,NA,NA,"check","m3",1172,1,"taxInfo","domine",NA,NA,NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
"2342","EPTATRETUS","Eptatretus","genus",NA,"Eptatretus","Myxinidae","Myxiniformes",NA,"Chordata","Animalia","fine","m3",1463,1,"taxInfo","spotted eagle ray",NA,"Craniata",NA,NA,NA,NA,NA,"getTaxData",TRUE,NA,NA,NA
"2491","Eptatretus sp.","Eptatretus","genus",NA,"Eptatretus","Myxinidae","Myxiniformes",NA,"Chordata","Animalia","fine","m1",1463,1,"taxInfo","spotted eagle ray",NA,"Craniata",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2490","Eptatretus deani","Eptatretus deani","species","Eptatretus deani","Eptatretus","Myxinidae","Myxiniformes",NA,"Chordata","Animalia","check","m1",1464,1,"taxInfo","black hagfish",NA,"Vertebrata","n","y","y",3.77,0.52,"getTaxData",FALSE,NA,NA,NA
"2492","Eptatretus stouti","Eptatretus stoutii","species","Eptatretus stoutii","Eptatretus","Myxinidae","Myxiniformes","Myxini","Chordata","Animalia","check","m1",1465,1,"taxInfo","pacific hagfish",NA,"Vertebrata","n","y","y",4.24,0.7,"getTaxData",FALSE,NA,NA,NA
"2343","EQUETUS","Equetus","genus",NA,"Equetus","Sciaenidae","Perciformes","Actinopterygii","Chordata","Animalia",NA,"m1",1466,1,"taxInfo","ribbonfishes","Osteichthyes","Vertebrata",NA,NA,NA,NA,NA,"getTaxData",FALSE,NA,NA,NA
